pest,ptrue,x,y,type
0.011612970537967808,0.0010000000000000002,0.1,0.1,Dirichlet
0.011257182842127325,0.002000000000000001,0.1,0.2,Dirichlet
0.0021010683030856184,0.002999999999999999,0.1,0.3,Dirichlet
0.002773067188983425,0.004000000000000002,0.1,0.4,Dirichlet
0.0035274467147093113,0.004999999999999999,0.1,0.5,Dirichlet
0.0023228302753373832,0.005999999999999997,0.1,0.6,Dirichlet
0.003421616337464055,0.006999999999999999,0.1,0.7,Dirichlet
0.0036070544814721184,0.008000000000000014,0.1,0.8,Dirichlet
0.003518275107920849,0.009000000000000001,0.1,0.9,Dirichlet
0.010772465322044776,0.009999999999999995,0.1,1.0,Dirichlet
0.004584137487524632,0.002000000000000001,0.2,0.1,Dirichlet
0.005563546366994285,0.003,0.2,0.2,Dirichlet
0.004324664446053428,0.003999999999999998,0.2,0.3,Dirichlet
0.009231363982459152,0.005000000000000006,0.2,0.4,Dirichlet
0.006998862454764908,0.005999999999999997,0.2,0.5,Dirichlet
0.004069634199737277,0.007000000000000001,0.2,0.6,Dirichlet
0.004972541476047054,0.008,0.2,0.7,Dirichlet
0.0037392658676906766,0.009000000000000001,0.2,0.8,Dirichlet
0.008012327629411828,0.010000000000000002,0.2,0.9,Dirichlet
0.014592339019148089,0.010999999999999996,0.2,1.0,Dirichlet
0.00249159383968271,0.002999999999999999,0.3,0.1,Dirichlet
0.0019634897166846046,0.003999999999999998,0.3,0.2,Dirichlet
0.002450425558752885,0.005000000000000003,0.3,0.3,Dirichlet
0.0030026436558443434,0.005999999999999995,0.3,0.4,Dirichlet
0.0037090725156209495,0.006999999999999999,0.3,0.5,Dirichlet
0.004152298307137123,0.008000000000000007,0.3,0.6,Dirichlet
0.008178483840397502,0.00899999999999998,0.3,0.7,Dirichlet
0.007135264190122954,0.010000000000000009,0.3,0.8,Dirichlet
0.006324546400456466,0.010999999999999996,0.3,0.9,Dirichlet
0.027841516263845643,0.01200000000000001,0.3,1.0,Dirichlet
0.003604342318077555,0.004000000000000002,0.4,0.1,Dirichlet
0.0035096069754701987,0.005000000000000006,0.4,0.2,Dirichlet
0.003491405594571706,0.005999999999999995,0.4,0.3,Dirichlet
0.005511721513328816,0.00700000000000001,0.4,0.4,Dirichlet
0.005722134762976751,0.008,0.4,0.5,Dirichlet
0.00839091434273526,0.00899999999999998,0.4,0.6,Dirichlet
0.02693388455351039,0.010000000000000023,0.4,0.7,Dirichlet
0.009524735947650216,0.011000000000000038,0.4,0.8,Dirichlet
0.0035681734399818474,0.011999999999999983,0.4,0.9,Dirichlet
0.00675454468414579,0.012999999999999984,0.4,1.0,Dirichlet
0.005680677705581373,0.004999999999999999,0.5,0.1,Dirichlet
0.005812576285261627,0.005999999999999998,0.5,0.2,Dirichlet
0.00971145962131526,0.006999999999999999,0.5,0.3,Dirichlet
0.01134197429222111,0.008,0.5,0.4,Dirichlet
0.022317379801340513,0.008999999999999994,0.5,0.5,Dirichlet
0.008964941396376182,0.009999999999999995,0.5,0.6,Dirichlet
0.007525429549680892,0.010999999999999982,0.5,0.7,Dirichlet
0.00531540740412542,0.011999999999999983,0.5,0.8,Dirichlet
0.009921700327036855,0.013000000000000012,0.5,0.9,Dirichlet
0.011168563513749393,0.014000000000000012,0.5,1.0,Dirichlet
0.011833259244119177,0.005999999999999997,0.6,0.1,Dirichlet
0.008354436520009358,0.007000000000000001,0.6,0.2,Dirichlet
0.014395682542626078,0.008000000000000007,0.6,0.3,Dirichlet
0.01985360988347434,0.00899999999999998,0.6,0.4,Dirichlet
0.0049435954915906894,0.009999999999999995,0.6,0.5,Dirichlet
0.004946528573581057,0.011000000000000038,0.6,0.6,Dirichlet
0.004246879625346166,0.011999999999999983,0.6,0.7,Dirichlet
0.004026574721054591,0.013000000000000012,0.6,0.8,Dirichlet
0.005164384242436326,0.014000000000000012,0.6,0.9,Dirichlet
0.010940277492701923,0.014999999999999958,0.6,1.0,Dirichlet
0.005859590968796296,0.006999999999999999,0.7,0.1,Dirichlet
0.007843208835726164,0.008,0.7,0.2,Dirichlet
0.010411997030086306,0.00899999999999998,0.7,0.3,Dirichlet
0.020484799915081783,0.010000000000000023,0.7,0.4,Dirichlet
0.013787050378473649,0.010999999999999982,0.7,0.5,Dirichlet
0.009611269496304498,0.011999999999999983,0.7,0.6,Dirichlet
0.028915462704870398,0.012999999999999984,0.7,0.7,Dirichlet
0.01214837731302146,0.014000000000000068,0.7,0.8,Dirichlet
0.009001668967199943,0.014999999999999958,0.7,0.9,Dirichlet
0.019108011937132553,0.016000000000000014,0.7,1.0,Dirichlet
0.00496537320899176,0.008000000000000014,0.8,0.1,Dirichlet
0.00723402552541554,0.009000000000000001,0.8,0.2,Dirichlet
0.006086918510314961,0.010000000000000009,0.8,0.3,Dirichlet
0.0022061701143501664,0.011000000000000038,0.8,0.4,Dirichlet
0.0022387613487121634,0.011999999999999983,0.8,0.5,Dirichlet
0.0022121460924286484,0.013000000000000012,0.8,0.6,Dirichlet
0.002561033080382061,0.014000000000000068,0.8,0.7,Dirichlet
0.002341575806792871,0.014999999999999958,0.8,0.8,Dirichlet
0.0026613908575517475,0.016000000000000014,0.8,0.9,Dirichlet
0.010770574039287105,0.017000000000000015,0.8,1.0,Dirichlet
0.009582375765694937,0.009000000000000001,0.9,0.1,Dirichlet
0.010044068486047742,0.010000000000000002,0.9,0.2,Dirichlet
0.01169047484327733,0.010999999999999996,0.9,0.3,Dirichlet
0.01891512303361337,0.011999999999999983,0.9,0.4,Dirichlet
0.03208199248160519,0.013000000000000012,0.9,0.5,Dirichlet
0.028462499792403274,0.014000000000000012,0.9,0.6,Dirichlet
0.021536446531280538,0.014999999999999958,0.9,0.7,Dirichlet
0.008788334610457634,0.016000000000000014,0.9,0.8,Dirichlet
0.010623871595346779,0.017000000000000015,0.9,0.9,Dirichlet
0.015288559452293841,0.017999999999999905,0.9,1.0,Dirichlet
0.005404416560713229,0.009999999999999995,1.0,0.1,Dirichlet
0.010576339565004615,0.010999999999999996,1.0,0.2,Dirichlet
0.012128726025842715,0.01200000000000001,1.0,0.3,Dirichlet
0.02352994999703372,0.012999999999999984,1.0,0.4,Dirichlet
0.027628315339323285,0.014000000000000012,1.0,0.5,Dirichlet
0.013365147368674269,0.014999999999999958,1.0,0.6,Dirichlet
0.011145659789100206,0.016000000000000014,1.0,0.7,Dirichlet
0.024557384606285024,0.017000000000000015,1.0,0.8,Dirichlet
0.03533018479878186,0.017999999999999905,1.0,0.9,Dirichlet
0.037141926530734254,0.019000000000000128,1.0,1.0,Dirichlet
0.007617744279038744,0.0010000000000000002,0.1,0.1,Graph Laplacian
0.006063394432880786,0.002000000000000001,0.1,0.2,Graph Laplacian
0.005093320557165773,0.002999999999999999,0.1,0.3,Graph Laplacian
0.00589865112698208,0.004000000000000002,0.1,0.4,Graph Laplacian
0.007476610827254116,0.004999999999999999,0.1,0.5,Graph Laplacian
0.008789155003687587,0.005999999999999997,0.1,0.6,Graph Laplacian
0.009217433471335324,0.006999999999999999,0.1,0.7,Graph Laplacian
0.009242612807634174,0.008000000000000014,0.1,0.8,Graph Laplacian
0.011113568397470231,0.009000000000000001,0.1,0.9,Graph Laplacian
0.0117042694102939,0.009999999999999995,0.1,1.0,Graph Laplacian
0.006758863243561275,0.002000000000000001,0.2,0.1,Graph Laplacian
0.005558286932849536,0.003,0.2,0.2,Graph Laplacian
0.0049762471703162624,0.003999999999999998,0.2,0.3,Graph Laplacian
0.0059178763968483795,0.005000000000000006,0.2,0.4,Graph Laplacian
0.007548701757208424,0.005999999999999997,0.2,0.5,Graph Laplacian
0.008762341550052552,0.007000000000000001,0.2,0.6,Graph Laplacian
0.009475527617759594,0.008,0.2,0.7,Graph Laplacian
0.009373955001084096,0.009000000000000001,0.2,0.8,Graph Laplacian
0.011559729991256588,0.010000000000000002,0.2,0.9,Graph Laplacian
0.011955889172179377,0.010999999999999996,0.2,1.0,Graph Laplacian
0.005575563753162122,0.002999999999999999,0.3,0.1,Graph Laplacian
0.005514233289972909,0.003999999999999998,0.3,0.2,Graph Laplacian
0.005223253534666015,0.005000000000000003,0.3,0.3,Graph Laplacian
0.006532360554358593,0.005999999999999995,0.3,0.4,Graph Laplacian
0.008303049489621366,0.006999999999999999,0.3,0.5,Graph Laplacian
0.009541721073096138,0.008000000000000007,0.3,0.6,Graph Laplacian
0.010232666893073127,0.00899999999999998,0.3,0.7,Graph Laplacian
0.009997230582604454,0.010000000000000009,0.3,0.8,Graph Laplacian
0.012315704136744071,0.010999999999999996,0.3,0.9,Graph Laplacian
0.012865633677196483,0.01200000000000001,0.3,1.0,Graph Laplacian
0.005510624174074224,0.004000000000000002,0.4,0.1,Graph Laplacian
0.005840330515658237,0.005000000000000006,0.4,0.2,Graph Laplacian
0.005898044100742969,0.005999999999999995,0.4,0.3,Graph Laplacian
0.007176052976615911,0.00700000000000001,0.4,0.4,Graph Laplacian
0.009108547363650127,0.008,0.4,0.5,Graph Laplacian
0.01033824361905917,0.00899999999999998,0.4,0.6,Graph Laplacian
0.010987722632653412,0.010000000000000023,0.4,0.7,Graph Laplacian
0.010132281348397795,0.011000000000000038,0.4,0.8,Graph Laplacian
0.013249993044700282,0.011999999999999983,0.4,0.9,Graph Laplacian
0.014182461181626506,0.012999999999999984,0.4,1.0,Graph Laplacian
0.00595901126227807,0.004999999999999999,0.5,0.1,Graph Laplacian
0.006186757980752071,0.005999999999999998,0.5,0.2,Graph Laplacian
0.006445505031595526,0.006999999999999999,0.5,0.3,Graph Laplacian
0.008149999542113318,0.008,0.5,0.4,Graph Laplacian
0.009902817113684435,0.008999999999999994,0.5,0.5,Graph Laplacian
0.01060603521891633,0.009999999999999995,0.5,0.6,Graph Laplacian
0.01152110020033301,0.010999999999999982,0.5,0.7,Graph Laplacian
0.010708390669541134,0.011999999999999983,0.5,0.8,Graph Laplacian
0.014007069583898985,0.013000000000000012,0.5,0.9,Graph Laplacian
0.014879472066497125,0.014000000000000012,0.5,1.0,Graph Laplacian
0.006150994103392256,0.005999999999999997,0.6,0.1,Graph Laplacian
0.006604628770110366,0.007000000000000001,0.6,0.2,Graph Laplacian
0.007426837227076821,0.008000000000000007,0.6,0.3,Graph Laplacian
0.009121733126510049,0.00899999999999998,0.6,0.4,Graph Laplacian
0.01040072974990785,0.009999999999999995,0.6,0.5,Graph Laplacian
0.010808808907215217,0.011000000000000038,0.6,0.6,Graph Laplacian
0.012014063423953171,0.011999999999999983,0.6,0.7,Graph Laplacian
0.011418804880165214,0.013000000000000012,0.6,0.8,Graph Laplacian
0.014381888728216111,0.014000000000000012,0.6,0.9,Graph Laplacian
0.015010698281519587,0.014999999999999958,0.6,1.0,Graph Laplacian
0.006742456184338138,0.006999999999999999,0.7,0.1,Graph Laplacian
0.007243265063299175,0.008,0.7,0.2,Graph Laplacian
0.008321083289911801,0.00899999999999998,0.7,0.3,Graph Laplacian
0.01001221074710809,0.010000000000000023,0.7,0.4,Graph Laplacian
0.01092005421605143,0.010999999999999982,0.7,0.5,Graph Laplacian
0.01106469826228446,0.011999999999999983,0.7,0.6,Graph Laplacian
0.012387037072509537,0.012999999999999984,0.7,0.7,Graph Laplacian
0.01212120547642527,0.014000000000000068,0.7,0.8,Graph Laplacian
0.014765732503023963,0.014999999999999958,0.7,0.9,Graph Laplacian
0.015394064974729517,0.016000000000000014,0.7,1.0,Graph Laplacian
0.007481429068909377,0.008000000000000014,0.8,0.1,Graph Laplacian
0.007798486201536629,0.009000000000000001,0.8,0.2,Graph Laplacian
0.00856263296251317,0.010000000000000009,0.8,0.3,Graph Laplacian
0.01005922469458353,0.011000000000000038,0.8,0.4,Graph Laplacian
0.011008380295432857,0.011999999999999983,0.8,0.5,Graph Laplacian
0.011270543599236084,0.013000000000000012,0.8,0.6,Graph Laplacian
0.012458272884611004,0.014000000000000068,0.8,0.7,Graph Laplacian
0.012370311896275977,0.014999999999999958,0.8,0.8,Graph Laplacian
0.014648963602277644,0.016000000000000014,0.8,0.9,Graph Laplacian
0.015427265294419158,0.017000000000000015,0.8,1.0,Graph Laplacian
0.00819310841296162,0.009000000000000001,0.9,0.1,Graph Laplacian
0.008446155196688959,0.010000000000000002,0.9,0.2,Graph Laplacian
0.009240442987687619,0.010999999999999996,0.9,0.3,Graph Laplacian
0.010091961183834678,0.011999999999999983,0.9,0.4,Graph Laplacian
0.011165088931171638,0.013000000000000012,0.9,0.5,Graph Laplacian
0.011669550819476108,0.014000000000000012,0.9,0.6,Graph Laplacian
0.012722160964542333,0.014999999999999958,0.9,0.7,Graph Laplacian
0.013210320171128186,0.016000000000000014,0.9,0.8,Graph Laplacian
0.014655069511158008,0.017000000000000015,0.9,0.9,Graph Laplacian
0.015785225116449544,0.017999999999999905,0.9,1.0,Graph Laplacian
0.008970790400090911,0.009999999999999995,1.0,0.1,Graph Laplacian
0.008816677626455873,0.010999999999999996,1.0,0.2,Graph Laplacian
0.009841068460632115,0.01200000000000001,1.0,0.3,Graph Laplacian
0.010662408059032909,0.012999999999999984,1.0,0.4,Graph Laplacian
0.011425836755393048,0.014000000000000012,1.0,0.5,Graph Laplacian
0.012178890057902191,0.014999999999999958,1.0,0.6,Graph Laplacian
0.013304720204129537,0.016000000000000014,1.0,0.7,Graph Laplacian
0.013824077723386423,0.017000000000000015,1.0,0.8,Graph Laplacian
0.015042093144063467,0.017999999999999905,1.0,0.9,Graph Laplacian
0.016361793028128686,0.019000000000000128,1.0,1.0,Graph Laplacian
